strategy,t,ndcg_m,ndcg_s,rd_m,rd_s,lss_m,lss_s,ptkr_m,conv_m,sigma_m
Tiered,18,0.9991038685890749,0.0005715592302091605,0.0,0.0,1.0,0.0,0.0,0.0,0.023497813499638733
Tiered,19,0.9991038685890749,0.0005715592302091605,0.0,0.0,1.0,0.0,0.0,0.0,0.022874785549890704
Tiered,20,0.999692717129085,0.00021889871672839756,0.06716666666666667,0.048630970218244834,1.0,0.0,0.0,0.405,0.02229882438741499
Tiered,21,0.9996359867305892,0.0002069610190844478,0.06316666666666666,0.04269949796469253,1.0,0.0,0.0,0.41000000000000003,0.021764287503300346
Tiered,22,0.9996648245423111,0.00018230731453592193,0.06233333333333334,0.046102085623652374,1.0,0.0,0.0,0.4116666666666667,0.021266436150250083
Tiered,23,0.9996877502576456,0.00016689140072809612,0.06899999999999999,0.04359689960504547,1.0,0.0,0.0,0.41000000000000003,0.02080125735844609
Tiered,24,0.9996895976577312,0.00019320096682857372,0.07016666666666667,0.04827156179533577,1.0,0.0,0.0,0.4266666666666667,0.020365326999063918
Tiered,25,0.9997501933863515,0.00012227074765873717,0.07566666666666667,0.0644570604641428,1.0,0.0,0.0,0.4633333333333333,0.01995570315713218
Tiered,26,0.9996952474017751,0.00013224119351182528,0.068,0.05190508579161086,1.0,0.0,0.0,0.4216666666666667,0.019569842191603272
Tiered,27,0.9997362917731369,0.00011622845070865845,0.07216666666666667,0.0501838573669849,1.0,0.0,0.0,0.4583333333333333,0.0192055319899344
Tiered,28,0.9997127694472818,0.00013809991061379176,0.068,0.05591866013884934,1.0,0.0,0.0,0.49333333333333335,0.018860838403857945
Tiered,29,0.9997445809013387,0.00013347662986225203,0.07666666666666667,0.05677137047621034,1.0,0.0,0.0,0.46,0.018534061896456462
Tiered,30,0.9997498139229637,0.00013137486491025092,0.08016666666666666,0.062346132437265556,1.0,0.0,0.0,0.5066666666666667,0.01822370217692361
Tiered,31,0.999711148683638,0.00016520588431907232,0.07283333333333333,0.0535093181271896,1.0,0.0,0.0,0.4983333333333333,0.017928429140015904
Tiered,32,0.9997286354637834,0.00013009254688942792,0.06983333333333333,0.05366697008552765,1.0,0.0,0.0,0.5016666666666667,0.01764705882352941
Tiered,33,0.9997645993675454,0.00012605546087836233,0.076,0.049989654102037755,1.0,0.0,0.0,0.495,0.017378533390904772
Tiered,34,0.9997688820963756,0.00011739216206326398,0.08,0.050803882555948615,1.0,0.0,0.0,0.49833333333333335,0.017121904366060488
Tiered,35,0.9997627524901295,0.00012983574676811755,0.076,0.043319184250605776,1.0,0.0,0.0,0.5033333333333333,0.016876318513890362
Tiered,36,0.9998007611640383,0.00010613217328502212,0.082,0.048982755586303904,1.0,0.0,0.0,0.5666666666666667,0.016641005886756877
Tiered,37,0.9997763799191973,0.0001002384838152676,0.07616666666666667,0.05548661431206712,1.0,0.0,0.0,0.545,0.01641526965493749
Tiered,38,0.9997973061389108,9.518744411150743e-05,0.08349999999999999,0.05891475431385647,1.0,0.0,0.0,0.5266666666666667,0.01619847741468117
Tiered,39,0.9997696914749545,0.00010366629192286882,0.08383333333333334,0.062473212650307766,1.0,0.0,0.0,0.49166666666666664,0.015990053726670783
Tiered,40,0.9997464747524075,0.00011817815969605825,0.07216666666666667,0.04996004150445071,1.0,0.0,0.0,0.5283333333333333,0.015789473684210527
Tiered,41,0.9998203665871308,7.965358735878999e-05,0.08783333333333333,0.0537664703447542,1.0,0.0,0.0,0.59,0.01559625734730109
Tiered,42,0.9997875727934498,0.00012811689159389618,0.08416666666666667,0.04586493163652365,1.0,0.0,0.0,0.5533333333333333,0.015409964908125424
Tiered,43,0.9998051456454404,7.790477700547697e-05,0.08933333333333332,0.06536018683410035,1.0,0.0,0.0,0.5783333333333334,0.01523019247700429
Tiered,44,0.9997817439183457,0.00011619861695979048,0.0805,0.05385725065648879,1.0,0.0,0.0,0.58,0.01505656839685487
Tiered,45,0.9997769063177919,0.00010206862817910292,0.08333333333333333,0.0591365068023265,1.0,0.0,0.0,0.5783333333333334,0.014888750009563956
Tiered,46,0.9997889185181119,0.00015341483938845698,0.07883333333333334,0.05269763021128235,1.0,0.0,0.0,0.6116666666666667,0.01472642081021448
Tiered,47,0.9998004971527251,9.505677303939985e-05,0.08433333333333334,0.05520702937085116,1.0,0.0,0.0,0.5833333333333334,0.014569287935358962
Tiered,48,0.9998143063209105,0.00010824468484721518,0.0875,0.05479979234795794,1.0,0.0,0.0,0.6166666666666667,0.014417079939966385
Tiered,49,0.9997880283768371,0.00012324921204901544,0.081,0.052512724238003045,1.0,0.0,0.0,0.5716666666666667,0.014269544824634823
Tiered,50,0.999793072956185,0.00011974278518534611,0.084,0.05479428613554015,1.0,0.0,0.0,0.6033333333333334,0.014126448280440334
Tiered,51,0.9998202636092253,9.650489114510416e-05,0.09233333333333334,0.05830557631895132,1.0,0.0,0.0,0.6016666666666667,0.013987572123604705
Tiered,52,0.9998083401146027,0.00010801928632028202,0.09133333333333334,0.059232640892724314,1.0,0.0,0.0,0.61,0.013852712896188304
Tiered,53,0.9998019606812203,9.438948380626672e-05,0.08283333333333333,0.052500957845668335,1.0,0.0,0.0,0.5983333333333333,0.013721680612390447
Tiered,54,0.9998591849025988,8.054357730102294e-05,0.0915,0.05838560876059123,1.0,0.0,0.0,0.6533333333333334,0.013594297632883315
Tiered,55,0.9998354354824965,0.00010000493074155884,0.09316666666666666,0.05752785432282788,1.0,0.0,0.0,0.6433333333333333,0.013470397652008118
Tiered,56,0.9998366207836816,0.00010530060241986147,0.09016666666666667,0.058049968566526486,1.0,0.0,0.0,0.62,0.013349824784699543
Tiered,57,0.9998541281304063,7.867650734090752e-05,0.09433333333333334,0.054531441947921575,1.0,0.0,0.0,0.645,0.013232432741736928
Tiered,58,0.9998513958341935,8.591718868107616e-05,0.09283333333333334,0.06367594865238843,1.0,0.0,0.0,0.6549999999999999,0.013118084083398785
Tiered,59,0.9998473354574355,9.912937208662031e-05,0.09066666666666667,0.05500365714068997,1.0,0.0,0.0,0.6549999999999999,0.013006649542861801
Tiered,60,0.9998197559774336,0.00011491052405257885,0.087,0.055064225823280605,1.0,0.0,0.0,0.6516666666666667,0.012898007411770435
